fileid	phone_carriage_state	distance_in_meters	step_size_in_sec	coarse_grain
fbzpnhia_tc4tl20.csv	hand_hand	1.2	150	N
fccvyjpp_tc4tl20.csv	hand_hand	1.8	60	Y
fcdyplyq_tc4tl20.csv	hand_hand	1.8	10	N
fcecmmgb_tc4tl20.csv	pocket_hand	1.8	40	N
fcefiwkd_tc4tl20.csv	hand_hand	3.0	50	N
fcenvcao_tc4tl20.csv	hand_hand	3.0	60	N
fcibzydn_tc4tl20.csv	pocket_hand	1.2	10	N
fckrfagj_tc4tl20.csv	pocket_pocket	4.5	90	N
fckwlqvq_tc4tl20.csv	hand_hand	1.2	10	N
fckwtulz_tc4tl20.csv	pocket_pocket	4.5	10	N
fcnnaypd_tc4tl20.csv	hand_hand	1.8	60	N
fcpbpvaz_tc4tl20.csv	pocket_hand	3.0	70	N
fcqobfag_tc4tl20.csv	pocket_hand	1.2	30	N
fcqsjjzb_tc4tl20.csv	pocket_hand	3.0	50	N
fcrlsjkt_tc4tl20.csv	hand_hand	1.2	30	N
fcrwpcii_tc4tl20.csv	pocket_hand	4.5	50	Y
fcubuajb_tc4tl20.csv	hand_hand	3.0	50	N
fcujfhzo_tc4tl20.csv	hand_hand	4.5	100	Y
fcuugrnz_tc4tl20.csv	hand_hand	1.8	150	Y
fcvwyiue_tc4tl20.csv	hand_hand	1.8	10	N
fcwaaryl_tc4tl20.csv	hand_hand	1.8	20	N
fcwwqspo_tc4tl20.csv	pocket_pocket	1.8	50	N
fcytsylj_tc4tl20.csv	pocket_pocket	1.8	150	Y
fdakuppu_tc4tl20.csv	pocket_hand	1.2	80	N
fdebvhbw_tc4tl20.csv	pocket_hand	4.5	90	N
fdefonxe_tc4tl20.csv	pocket_pocket	4.5	80	Y
fdefzhug_tc4tl20.csv	hand_hand	1.2	20	N
fdfajcpw_tc4tl20.csv	pocket_pocket	1.8	80	Y
fdfdhtuy_tc4tl20.csv	pocket_pocket	1.8	30	Y
fdgvlnna_tc4tl20.csv	pocket_pocket	3.0	50	N
fdhsjewx_tc4tl20.csv	pocket_pocket	4.5	60	Y
fdijbghp_tc4tl20.csv	hand_hand	1.8	70	N
fdkutbky_tc4tl20.csv	hand_hand	1.8	40	N
fdljccgy_tc4tl20.csv	pocket_hand	1.8	120	Y
fdngkgud_tc4tl20.csv	pocket_hand	1.2	90	N
fdrkpltj_tc4tl20.csv	pocket_hand	4.5	150	N
fdsddhqp_tc4tl20.csv	hand_hand	1.2	100	N
fdtjloee_tc4tl20.csv	pocket_pocket	1.2	10	N
fdtqhhqr_tc4tl20.csv	pocket_hand	3.0	50	N
fdtthfov_tc4tl20.csv	hand_hand	4.5	70	Y
fdultkdi_tc4tl20.csv	pocket_pocket	1.8	10	N
fdvchwfq_tc4tl20.csv	hand_hand	3.0	30	N
fdviqvlx_tc4tl20.csv	pocket_pocket	1.8	30	N
fdvrxpte_tc4tl20.csv	hand_hand	1.8	70	N
fdxzunhf_tc4tl20.csv	hand_hand	4.5	100	N
fdychety_tc4tl20.csv	pocket_pocket	1.2	150	N
fdzuhhxi_tc4tl20.csv	pocket_pocket	1.8	50	Y
feailgay_tc4tl20.csv	pocket_pocket	1.2	20	N
febznhii_tc4tl20.csv	pocket_pocket	4.5	50	N
feegvsvd_tc4tl20.csv	hand_hand	4.5	60	Y
fehjetuj_tc4tl20.csv	pocket_pocket	1.8	70	Y
feijtzfh_tc4tl20.csv	hand_hand	1.8	100	N
fejnecvj_tc4tl20.csv	pocket_hand	1.8	100	N
fejrmgqn_tc4tl20.csv	hand_hand	4.5	90	N
fekauthy_tc4tl20.csv	pocket_pocket	1.8	30	Y
fekuvzlz_tc4tl20.csv	hand_hand	4.5	20	N
femmaxfu_tc4tl20.csv	pocket_hand	4.5	100	N
femudoaa_tc4tl20.csv	pocket_hand	1.2	60	N
fenqkssk_tc4tl20.csv	pocket_pocket	1.8	60	N
fensphfn_tc4tl20.csv	pocket_pocket	3.0	40	N
fepagpbh_tc4tl20.csv	hand_hand	1.8	60	N
feraepwb_tc4tl20.csv	pocket_pocket	1.8	30	N
feuqgpyp_tc4tl20.csv	hand_hand	3.0	30	N
fevmvbio_tc4tl20.csv	hand_hand	1.8	30	Y
fexflpvg_tc4tl20.csv	hand_hand	1.8	100	N
fexnvkzc_tc4tl20.csv	hand_hand	3.0	70	N
fexvquvg_tc4tl20.csv	pocket_pocket	1.8	40	Y
feyeecbp_tc4tl20.csv	pocket_pocket	1.8	150	Y
feyrmqnk_tc4tl20.csv	hand_hand	1.2	100	N
ffakcvii_tc4tl20.csv	pocket_pocket	3.0	60	N
ffdsocln_tc4tl20.csv	hand_hand	1.2	70	N
fffqufic_tc4tl20.csv	pocket_hand	1.2	50	N
fffvwrik_tc4tl20.csv	pocket_hand	1.2	60	N
ffiviyra_tc4tl20.csv	pocket_pocket	4.5	70	Y
ffjinfik_tc4tl20.csv	pocket_pocket	4.5	50	N
fflwnmbz_tc4tl20.csv	pocket_pocket	1.2	70	N
ffnmcufg_tc4tl20.csv	pocket_pocket	3.0	90	N
ffnnghvv_tc4tl20.csv	pocket_pocket	1.2	70	N
ffpidjkv_tc4tl20.csv	pocket_pocket	4.5	20	N
ffqsnmay_tc4tl20.csv	pocket_hand	1.2	20	N
ffrgyhkz_tc4tl20.csv	hand_hand	4.5	70	Y
fftllofs_tc4tl20.csv	hand_hand	4.5	50	Y
fftspfuj_tc4tl20.csv	hand_hand	1.8	90	N
fftynvze_tc4tl20.csv	pocket_hand	3.0	150	N
ffvsyrtu_tc4tl20.csv	pocket_pocket	1.2	90	N
ffxoxubb_tc4tl20.csv	hand_hand	4.5	60	Y
ffycnpfd_tc4tl20.csv	pocket_hand	3.0	70	N
ffygmjqc_tc4tl20.csv	pocket_hand	1.2	150	N
ffymeuva_tc4tl20.csv	pocket_pocket	1.8	150	Y
ffzectgk_tc4tl20.csv	pocket_hand	1.8	50	Y
ffzljwpo_tc4tl20.csv	pocket_pocket	1.2	150	N
fgbxhcms_tc4tl20.csv	pocket_hand	1.8	60	Y
fgcrrujl_tc4tl20.csv	pocket_hand	1.8	150	N
fgdnwrra_tc4tl20.csv	hand_hand	1.8	150	N
fgegupgv_tc4tl20.csv	hand_hand	1.8	60	Y
fgejthss_tc4tl20.csv	pocket_hand	1.8	90	N
fgfhbxsy_tc4tl20.csv	pocket_hand	3.0	10	N
fgfmnoms_tc4tl20.csv	hand_hand	1.8	20	N
fggnoibv_tc4tl20.csv	hand_hand	1.8	80	N
fgjkvwjb_tc4tl20.csv	hand_hand	1.8	60	Y
fgjqjclx_tc4tl20.csv	pocket_pocket	4.5	120	N
fgkvrzvq_tc4tl20.csv	pocket_hand	1.8	120	Y
fgmwivny_tc4tl20.csv	pocket_hand	1.2	100	N
fgnygubq_tc4tl20.csv	hand_hand	1.2	50	N
fgofskqp_tc4tl20.csv	hand_hand	1.2	10	N
fgomdvrq_tc4tl20.csv	pocket_hand	4.5	30	Y
fgoptkky_tc4tl20.csv	pocket_pocket	1.2	150	N
fgqhgcvs_tc4tl20.csv	pocket_pocket	4.5	100	Y
fgubnxsz_tc4tl20.csv	pocket_pocket	1.8	150	Y
fgvjtdnk_tc4tl20.csv	pocket_hand	1.2	10	N
fgxvxecw_tc4tl20.csv	hand_hand	1.8	120	Y
fgyqjcjf_tc4tl20.csv	pocket_hand	3.0	70	N
fgzrxgyc_tc4tl20.csv	pocket_hand	1.8	10	N
fgztgsxc_tc4tl20.csv	pocket_pocket	1.8	30	N
fhahmxtk_tc4tl20.csv	hand_hand	1.8	60	N
fhammhyn_tc4tl20.csv	pocket_pocket	4.5	70	N
fhdxzdus_tc4tl20.csv	hand_hand	1.8	10	N
fhgetwlf_tc4tl20.csv	pocket_hand	1.8	10	Y
fhiuuciu_tc4tl20.csv	pocket_pocket	1.8	80	Y
fhjfbfpj_tc4tl20.csv	hand_hand	3.0	150	N
fhohurvp_tc4tl20.csv	hand_hand	1.2	70	N
fhonihwh_tc4tl20.csv	hand_hand	4.5	40	Y
fhpsdchb_tc4tl20.csv	pocket_hand	4.5	10	Y
fhqofbtm_tc4tl20.csv	pocket_pocket	1.2	90	N
fhsqjyex_tc4tl20.csv	pocket_pocket	1.8	150	N
fhtplsqp_tc4tl20.csv	hand_hand	4.5	40	N
fhtwfpyf_tc4tl20.csv	pocket_pocket	1.8	40	N
fhvnpicv_tc4tl20.csv	hand_hand	4.5	80	N
fhxubscj_tc4tl20.csv	pocket_hand	1.2	10	N
fhypwygs_tc4tl20.csv	pocket_pocket	4.5	20	Y
fhzmwnah_tc4tl20.csv	pocket_pocket	4.5	90	Y
fiaawmsp_tc4tl20.csv	pocket_hand	1.8	150	Y
fialxzko_tc4tl20.csv	hand_hand	1.2	10	N
fibzsuwm_tc4tl20.csv	pocket_hand	4.5	100	N
fidikbvx_tc4tl20.csv	pocket_hand	3.0	120	N
fievfduq_tc4tl20.csv	pocket_pocket	4.5	70	N
figftimr_tc4tl20.csv	pocket_hand	4.5	40	Y
fijjopec_tc4tl20.csv	pocket_hand	4.5	120	Y
fijvdpol_tc4tl20.csv	pocket_hand	4.5	70	Y
fimipxjt_tc4tl20.csv	pocket_hand	1.2	50	N
fimlsjqt_tc4tl20.csv	pocket_pocket	4.5	20	N
fipwcdwa_tc4tl20.csv	hand_hand	1.8	120	Y
firgfftt_tc4tl20.csv	hand_hand	1.8	70	Y
fitmfpou_tc4tl20.csv	hand_hand	4.5	40	N
fiuownbi_tc4tl20.csv	pocket_hand	3.0	150	N
fiuyqjho_tc4tl20.csv	pocket_pocket	4.5	120	N
fivermrl_tc4tl20.csv	pocket_pocket	3.0	20	N
fiviyobu_tc4tl20.csv	hand_hand	1.8	40	Y
fivjzopr_tc4tl20.csv	hand_hand	4.5	20	Y
fivmyzit_tc4tl20.csv	pocket_pocket	4.5	80	Y
fiwwglyx_tc4tl20.csv	pocket_pocket	1.8	80	Y
fiyoceop_tc4tl20.csv	hand_hand	4.5	80	Y
fjajljri_tc4tl20.csv	pocket_pocket	1.8	30	N
fjcfsslc_tc4tl20.csv	pocket_pocket	1.2	20	N
fjdnhapk_tc4tl20.csv	pocket_pocket	1.8	120	Y
fjfftzmd_tc4tl20.csv	pocket_hand	1.8	150	N
fjfxugxh_tc4tl20.csv	pocket_hand	3.0	90	N
fjgdrwlf_tc4tl20.csv	hand_hand	1.8	100	Y
fjgyfzyi_tc4tl20.csv	hand_hand	1.8	150	Y
fjidsunr_tc4tl20.csv	hand_hand	3.0	20	N
fjixyafk_tc4tl20.csv	hand_hand	4.5	40	N
fjjuwdro_tc4tl20.csv	pocket_hand	3.0	20	N
fjkbauet_tc4tl20.csv	hand_hand	4.5	50	Y
fjkuspgp_tc4tl20.csv	pocket_pocket	3.0	50	N
fjmloara_tc4tl20.csv	pocket_pocket	4.5	30	Y
fjmxwydv_tc4tl20.csv	hand_hand	1.2	30	N
fjnrzxyc_tc4tl20.csv	pocket_pocket	1.8	40	N
fjnyyuiv_tc4tl20.csv	pocket_pocket	4.5	70	Y
fjowsrap_tc4tl20.csv	pocket_pocket	1.8	60	N
fjpjbkkv_tc4tl20.csv	pocket_hand	1.8	40	N
fjpkipqg_tc4tl20.csv	pocket_hand	1.8	80	Y
fjpqbrob_tc4tl20.csv	hand_hand	3.0	10	N
fjpzlhff_tc4tl20.csv	hand_hand	4.5	20	N
fjrcnlcs_tc4tl20.csv	hand_hand	3.0	20	N
fjtcszee_tc4tl20.csv	pocket_hand	1.8	70	N
fjtugzca_tc4tl20.csv	pocket_pocket	1.8	50	Y
fjvjqzud_tc4tl20.csv	pocket_hand	1.8	70	N
fjwuikgg_tc4tl20.csv	pocket_hand	1.8	70	N
fjxqkcpv_tc4tl20.csv	pocket_pocket	1.8	80	N
fjxydjve_tc4tl20.csv	pocket_pocket	1.8	60	Y
fjzgagbe_tc4tl20.csv	hand_hand	3.0	120	N
fjznavag_tc4tl20.csv	pocket_hand	4.5	20	N
fjzwckni_tc4tl20.csv	hand_hand	1.2	40	N
fjzznqyt_tc4tl20.csv	pocket_pocket	4.5	10	Y
fkauiiih_tc4tl20.csv	pocket_hand	1.8	70	N
fkavdtya_tc4tl20.csv	pocket_pocket	1.8	20	Y
fkbluqcm_tc4tl20.csv	hand_hand	1.8	30	N
fkbyfmce_tc4tl20.csv	pocket_hand	1.2	150	N
fkbywrra_tc4tl20.csv	pocket_hand	1.8	90	Y
fkdhbsyh_tc4tl20.csv	hand_hand	1.8	80	Y
fkjamsmg_tc4tl20.csv	pocket_pocket	4.5	30	N
fkjloirk_tc4tl20.csv	hand_hand	1.2	70	N
fkkhkxwr_tc4tl20.csv	pocket_pocket	1.2	120	N
fkmgchwj_tc4tl20.csv	hand_hand	1.2	20	N
fknzqnzj_tc4tl20.csv	pocket_pocket	1.8	20	N
fkoheohn_tc4tl20.csv	pocket_pocket	4.5	30	Y
fkovxzis_tc4tl20.csv	pocket_pocket	1.8	60	N
fkpjgyrw_tc4tl20.csv	pocket_hand	1.8	10	N
fkqmqicp_tc4tl20.csv	pocket_pocket	1.8	60	N
fksavqwy_tc4tl20.csv	pocket_pocket	4.5	20	N
fkvculzh_tc4tl20.csv	pocket_pocket	4.5	70	N
fkxeiojq_tc4tl20.csv	pocket_hand	1.8	40	Y
fkykacdc_tc4tl20.csv	pocket_hand	1.8	60	N
fkyykssa_tc4tl20.csv	pocket_hand	4.5	10	Y
fladbhoi_tc4tl20.csv	pocket_hand	1.8	20	Y
flaqhhht_tc4tl20.csv	pocket_hand	3.0	70	N
flbpqpge_tc4tl20.csv	pocket_pocket	1.8	150	N
fldkwlev_tc4tl20.csv	pocket_hand	4.5	80	N
flecuzsb_tc4tl20.csv	hand_hand	3.0	150	N
flejorno_tc4tl20.csv	pocket_hand	4.5	30	N
flfvaafu_tc4tl20.csv	hand_hand	1.8	40	N
flgynnbe_tc4tl20.csv	hand_hand	4.5	100	Y
flkdchlf_tc4tl20.csv	pocket_pocket	3.0	80	N
flmkvyfu_tc4tl20.csv	pocket_pocket	1.2	10	N
floxiitm_tc4tl20.csv	hand_hand	1.8	120	Y
flpcbsqs_tc4tl20.csv	pocket_hand	4.5	90	Y
flpiddib_tc4tl20.csv	hand_hand	1.2	50	N
flrchchk_tc4tl20.csv	pocket_pocket	1.8	70	N
flrothea_tc4tl20.csv	hand_hand	3.0	20	N
flrqovqx_tc4tl20.csv	hand_hand	4.5	100	Y
flrxovty_tc4tl20.csv	hand_hand	1.8	50	N
fltnzcfe_tc4tl20.csv	pocket_hand	4.5	40	N
fluurudd_tc4tl20.csv	hand_hand	1.2	100	N
fluvowxz_tc4tl20.csv	pocket_hand	3.0	20	N
flvpfian_tc4tl20.csv	hand_hand	4.5	100	Y
flwxkbvm_tc4tl20.csv	pocket_hand	1.8	20	N
flyrhqla_tc4tl20.csv	pocket_pocket	4.5	50	Y
flyyhhrj_tc4tl20.csv	pocket_hand	1.8	30	Y
fmbdcqkt_tc4tl20.csv	pocket_pocket	1.8	50	N
fmbvaadk_tc4tl20.csv	pocket_pocket	1.8	80	Y
fmelxlrf_tc4tl20.csv	pocket_pocket	4.5	20	N
fmgibsch_tc4tl20.csv	hand_hand	1.8	70	N
fmhaectb_tc4tl20.csv	hand_hand	3.0	30	N
fmizlbyg_tc4tl20.csv	pocket_pocket	1.2	60	N
fmjjnehl_tc4tl20.csv	pocket_pocket	3.0	80	N
fmjwnmoy_tc4tl20.csv	pocket_pocket	1.8	100	N
fmkwcbrj_tc4tl20.csv	hand_hand	1.8	60	Y
fmkyxqwp_tc4tl20.csv	pocket_pocket	1.2	100	N
fmodenbu_tc4tl20.csv	pocket_hand	3.0	10	N
fmodjada_tc4tl20.csv	pocket_pocket	4.5	20	N
fmpllkfl_tc4tl20.csv	pocket_pocket	3.0	120	N
fmrvullu_tc4tl20.csv	hand_hand	4.5	20	Y
fmtaujsy_tc4tl20.csv	pocket_hand	4.5	100	N
fmtdrjcg_tc4tl20.csv	pocket_pocket	4.5	90	Y
fmtoquio_tc4tl20.csv	hand_hand	3.0	30	N
fmwcckug_tc4tl20.csv	hand_hand	4.5	150	N
fmwlxvdr_tc4tl20.csv	hand_hand	1.8	50	Y
fmxprjhj_tc4tl20.csv	hand_hand	3.0	20	N
fmxrwbaf_tc4tl20.csv	pocket_hand	4.5	150	Y
fmxygxup_tc4tl20.csv	pocket_hand	1.2	50	N
fmybmaqr_tc4tl20.csv	hand_hand	3.0	70	N
fmybxbmj_tc4tl20.csv	hand_hand	3.0	50	N
fmyugixo_tc4tl20.csv	pocket_pocket	3.0	120	N
fmzqwjxo_tc4tl20.csv	hand_hand	1.8	40	N
fnblwjvf_tc4tl20.csv	hand_hand	1.8	100	Y
fnbnnufr_tc4tl20.csv	pocket_pocket	4.5	30	Y
fnbzkygt_tc4tl20.csv	hand_hand	1.8	30	Y
fncojcza_tc4tl20.csv	pocket_hand	3.0	10	N
fnefyuqb_tc4tl20.csv	pocket_hand	1.2	20	N
fnevtncl_tc4tl20.csv	pocket_hand	1.2	80	N
fnffckjd_tc4tl20.csv	pocket_hand	1.8	150	Y
fnfkswne_tc4tl20.csv	pocket_pocket	4.5	90	Y
fnfzexza_tc4tl20.csv	pocket_pocket	1.2	20	N
fngacohr_tc4tl20.csv	pocket_hand	3.0	60	N
fnhrabfi_tc4tl20.csv	pocket_pocket	1.8	150	Y
fniqwkwj_tc4tl20.csv	hand_hand	4.5	150	Y
fnjowurr_tc4tl20.csv	hand_hand	1.2	80	N
fnkygsyx_tc4tl20.csv	pocket_hand	1.8	10	N
fnncmvec_tc4tl20.csv	hand_hand	1.8	40	N
fnoffryb_tc4tl20.csv	hand_hand	1.8	10	N
fnoricmn_tc4tl20.csv	pocket_hand	4.5	50	Y
fnrmekqc_tc4tl20.csv	hand_hand	4.5	80	N
fnrnphfi_tc4tl20.csv	pocket_hand	1.8	60	Y
fnruripn_tc4tl20.csv	pocket_hand	3.0	50	N
fntbijfi_tc4tl20.csv	pocket_hand	4.5	80	N
fntsqdat_tc4tl20.csv	pocket_pocket	4.5	80	Y
fnunwnmk_tc4tl20.csv	hand_hand	3.0	70	N
fnupqigz_tc4tl20.csv	hand_hand	3.0	60	N
fnxitafv_tc4tl20.csv	pocket_pocket	4.5	20	N
fnyitbzw_tc4tl20.csv	pocket_pocket	3.0	120	N
fnyrkyel_tc4tl20.csv	hand_hand	1.8	60	N
fnzplasy_tc4tl20.csv	pocket_hand	4.5	50	N
foawpvnz_tc4tl20.csv	pocket_hand	1.8	20	Y
foayisbs_tc4tl20.csv	hand_hand	4.5	70	Y
focaqyeo_tc4tl20.csv	hand_hand	1.2	120	N
foclwnyb_tc4tl20.csv	pocket_hand	4.5	10	N
focqegsy_tc4tl20.csv	hand_hand	1.2	120	N
foesqetf_tc4tl20.csv	pocket_pocket	3.0	70	N
fofhjvlz_tc4tl20.csv	hand_hand	1.2	90	N
fohqzcnu_tc4tl20.csv	hand_hand	3.0	20	N
fohyhinc_tc4tl20.csv	pocket_pocket	1.8	80	Y
fohzuxkg_tc4tl20.csv	pocket_pocket	3.0	60	N
foibjiuv_tc4tl20.csv	pocket_pocket	1.2	70	N
foirniig_tc4tl20.csv	hand_hand	4.5	50	Y
fokzhgzs_tc4tl20.csv	pocket_hand	4.5	60	N
folmsdfu_tc4tl20.csv	pocket_hand	4.5	20	Y
folvumed_tc4tl20.csv	pocket_pocket	1.2	70	N
foohwfhz_tc4tl20.csv	pocket_hand	1.8	40	Y
foqnndzj_tc4tl20.csv	pocket_hand	3.0	80	N
foswcclw_tc4tl20.csv	pocket_pocket	3.0	150	N
fotthecn_tc4tl20.csv	pocket_hand	4.5	50	N
fovtdtjb_tc4tl20.csv	hand_hand	1.2	30	N
foxjtgsk_tc4tl20.csv	hand_hand	4.5	70	Y
foxkniaf_tc4tl20.csv	hand_hand	3.0	10	N
foxusrxz_tc4tl20.csv	hand_hand	4.5	90	Y
fozrxqgc_tc4tl20.csv	hand_hand	3.0	80	N
fpacyrme_tc4tl20.csv	pocket_pocket	1.8	60	N
fpcnjukr_tc4tl20.csv	pocket_hand	1.8	120	Y
fpdczrrx_tc4tl20.csv	pocket_pocket	3.0	10	N
fpdkxurh_tc4tl20.csv	pocket_hand	4.5	10	N
fpduucwl_tc4tl20.csv	pocket_pocket	3.0	10	N
fpfyyfce_tc4tl20.csv	pocket_hand	1.8	40	Y
fphbdskl_tc4tl20.csv	pocket_pocket	4.5	70	N
fplbrnlm_tc4tl20.csv	pocket_hand	1.8	120	Y
fpmfvquz_tc4tl20.csv	pocket_hand	1.2	50	N
fpnazzxe_tc4tl20.csv	pocket_hand	4.5	120	Y
fposqztp_tc4tl20.csv	pocket_hand	4.5	40	N
fpsrgdho_tc4tl20.csv	hand_hand	3.0	80	N
fptkuxds_tc4tl20.csv	hand_hand	4.5	70	N
fpubqrmt_tc4tl20.csv	hand_hand	4.5	100	N
fpuhwhef_tc4tl20.csv	pocket_pocket	3.0	80	N
fpuxvyix_tc4tl20.csv	hand_hand	1.8	60	Y
fpvbxjlt_tc4tl20.csv	pocket_hand	4.5	60	N
fpxrmmmg_tc4tl20.csv	pocket_hand	4.5	150	N
fpyyfacn_tc4tl20.csv	pocket_pocket	4.5	10	Y
fpzrekru_tc4tl20.csv	hand_hand	3.0	100	N
fqatfyve_tc4tl20.csv	pocket_pocket	4.5	20	Y
fqbvqudp_tc4tl20.csv	pocket_pocket	1.8	90	N
fqcgnusn_tc4tl20.csv	pocket_pocket	1.2	90	N
fqechehh_tc4tl20.csv	pocket_hand	1.8	10	Y
fqerudxl_tc4tl20.csv	pocket_hand	3.0	100	N
fqesvgyz_tc4tl20.csv	hand_hand	4.5	30	N
fqfewvgj_tc4tl20.csv	pocket_pocket	1.8	10	Y
fqgbgdqy_tc4tl20.csv	hand_hand	3.0	40	N
fqgttdux_tc4tl20.csv	pocket_pocket	1.8	10	N
fqhnsgdy_tc4tl20.csv	pocket_hand	1.2	100	N
fqmhdmjk_tc4tl20.csv	pocket_hand	4.5	50	N
fqoqhhsq_tc4tl20.csv	pocket_pocket	3.0	30	N
fqpmxine_tc4tl20.csv	pocket_hand	1.2	60	N
fqqozfoi_tc4tl20.csv	pocket_hand	1.8	90	N
fqrjchbs_tc4tl20.csv	pocket_hand	1.2	120	N
fqrlnnqc_tc4tl20.csv	pocket_pocket	1.2	60	N
fqrsgfzb_tc4tl20.csv	pocket_pocket	4.5	120	Y
fqverezu_tc4tl20.csv	hand_hand	1.2	150	N
fqvnyawh_tc4tl20.csv	pocket_hand	1.2	60	N
fqwcbadz_tc4tl20.csv	pocket_hand	1.2	90	N
fqyfwqga_tc4tl20.csv	pocket_pocket	1.8	40	N
fqyvjwwo_tc4tl20.csv	hand_hand	3.0	70	N
fqzsvcyt_tc4tl20.csv	pocket_pocket	1.8	100	N
fqzzevhv_tc4tl20.csv	pocket_hand	3.0	100	N
frbzhvmk_tc4tl20.csv	pocket_hand	1.8	120	Y
frcdbpxz_tc4tl20.csv	pocket_pocket	1.2	40	N
frclucfc_tc4tl20.csv	pocket_pocket	1.8	150	Y
freqddlb_tc4tl20.csv	hand_hand	4.5	80	N
frjitjqq_tc4tl20.csv	pocket_pocket	4.5	80	Y
frklxjrp_tc4tl20.csv	pocket_hand	4.5	90	N
frmctsub_tc4tl20.csv	pocket_hand	1.8	40	Y
frmuvxpj_tc4tl20.csv	pocket_hand	1.2	150	N
frnbiegw_tc4tl20.csv	pocket_pocket	3.0	120	N
froponfe_tc4tl20.csv	pocket_pocket	4.5	80	N
frpcnnny_tc4tl20.csv	hand_hand	4.5	20	N
frphudtu_tc4tl20.csv	pocket_hand	4.5	100	N
frpkzosj_tc4tl20.csv	hand_hand	4.5	40	N
frqrsavb_tc4tl20.csv	pocket_hand	4.5	40	N
frqvvpua_tc4tl20.csv	pocket_hand	1.2	10	N
frscntuu_tc4tl20.csv	pocket_hand	1.8	80	Y
frsglbxs_tc4tl20.csv	pocket_pocket	3.0	40	N
frsjfjoa_tc4tl20.csv	pocket_hand	1.2	20	N
frsljkkb_tc4tl20.csv	hand_hand	1.8	150	N
frtdwtcl_tc4tl20.csv	pocket_hand	1.8	40	N
fruergfu_tc4tl20.csv	pocket_hand	3.0	100	N
frvdyryg_tc4tl20.csv	pocket_pocket	1.8	60	Y
frvzqwzd_tc4tl20.csv	pocket_pocket	1.8	30	Y
frwwcpgt_tc4tl20.csv	hand_hand	1.2	40	N
fryoryyg_tc4tl20.csv	pocket_pocket	1.8	50	N
frywuoun_tc4tl20.csv	pocket_hand	1.2	40	N
fsaklawc_tc4tl20.csv	pocket_hand	1.8	100	Y
fsatquur_tc4tl20.csv	hand_hand	1.2	30	N
fsdiypub_tc4tl20.csv	pocket_hand	1.2	30	N
fsgbwlhh_tc4tl20.csv	pocket_pocket	1.8	20	Y
fsgjygys_tc4tl20.csv	pocket_pocket	1.8	90	N
fshllzwf_tc4tl20.csv	hand_hand	4.5	100	N
fsjjtahf_tc4tl20.csv	pocket_pocket	1.8	30	N
fskpiucj_tc4tl20.csv	pocket_pocket	1.2	80	N
fslewejq_tc4tl20.csv	hand_hand	1.8	90	Y
fsnehwrc_tc4tl20.csv	hand_hand	3.0	20	N
fsojxini_tc4tl20.csv	pocket_hand	1.2	50	N
fsosbdff_tc4tl20.csv	pocket_pocket	3.0	100	N
fsptdmie_tc4tl20.csv	pocket_pocket	4.5	100	Y
fspwrtgu_tc4tl20.csv	hand_hand	1.2	70	N
fsqlxjlu_tc4tl20.csv	pocket_hand	1.2	50	N
fstzperb_tc4tl20.csv	pocket_hand	1.8	20	Y
fsuwjelj_tc4tl20.csv	pocket_hand	1.8	70	N
fsuxbdvb_tc4tl20.csv	pocket_hand	4.5	30	N
fsxuuxce_tc4tl20.csv	pocket_hand	1.8	120	N
fsyvkdqj_tc4tl20.csv	pocket_pocket	1.8	10	Y
ftabxihx_tc4tl20.csv	pocket_hand	1.8	40	N
ftafvikt_tc4tl20.csv	pocket_pocket	4.5	80	N
ftbrnqkn_tc4tl20.csv	pocket_hand	3.0	50	N
ftcfbyug_tc4tl20.csv	pocket_pocket	4.5	40	Y
ftekrdvo_tc4tl20.csv	pocket_hand	4.5	60	Y
ftevwymp_tc4tl20.csv	pocket_pocket	1.2	80	N
ftfibelf_tc4tl20.csv	hand_hand	1.8	90	Y
ftfqhykf_tc4tl20.csv	pocket_hand	4.5	10	N
ftjuyrbh_tc4tl20.csv	pocket_pocket	1.2	90	N
ftkunqwr_tc4tl20.csv	hand_hand	3.0	80	N
ftlvyohw_tc4tl20.csv	pocket_hand	4.5	90	Y
ftnefnar_tc4tl20.csv	pocket_hand	1.8	10	N
ftnuntzn_tc4tl20.csv	pocket_hand	1.8	50	N
ftodkizw_tc4tl20.csv	pocket_pocket	3.0	50	N
ftomrfap_tc4tl20.csv	pocket_pocket	4.5	10	Y
ftqupfuz_tc4tl20.csv	pocket_pocket	3.0	150	N
ftsxxjqi_tc4tl20.csv	pocket_hand	1.8	150	Y
ftvdcwtm_tc4tl20.csv	pocket_hand	1.8	100	Y
ftxujwmc_tc4tl20.csv	pocket_pocket	1.2	10	N
ftyfdylg_tc4tl20.csv	pocket_pocket	1.8	20	N
ftzszxnk_tc4tl20.csv	pocket_hand	4.5	90	Y
fuagtpfp_tc4tl20.csv	hand_hand	4.5	40	N
fubiwrld_tc4tl20.csv	pocket_pocket	1.2	120	N
fubwkmit_tc4tl20.csv	pocket_pocket	4.5	70	Y
fuepcetp_tc4tl20.csv	pocket_pocket	3.0	40	N
fuhgnjhv_tc4tl20.csv	hand_hand	3.0	100	N
fuhirqud_tc4tl20.csv	pocket_pocket	3.0	150	N
fujhccsq_tc4tl20.csv	pocket_hand	3.0	100	N
fulwahof_tc4tl20.csv	pocket_pocket	4.5	50	N
